OBJECTID,Borough,Type,Provider,Name,Location,Latitude,Longitude,X,Y,Location_T,Remarks,City,SSID,SourceID,Activated,BoroCode,BoroName,NTACode,NTAName,CounDist,Postcode,BoroCD,CT2010,BCTCB2010,BIN,BBL,DOITT_ID,"Location (Lat, Long)"
527,BK,Free,City Tech,0,300 Jay Street,40.696027,-73.988456,987451.120624,192858.068185,Outdoor,,Brooklyn,DowntownBrooklynWiFi_Fon,,,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,11201,302,13,3001300,3335892,3001280001,623,"Brooklyn
(40.69602700000, -73.98845600000)"
528,BK,Free,City Tech,0,300 Jay Street,40.695038,-73.987331,987763.021339,192497.752948,Outdoor,,Brooklyn,DowntownBrooklynWiFi_Fon,,,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,11201,302,13,3001300,3335892,3001280001,624,"Brooklyn
(40.69503800000, -73.98733100000)"
8356,QU,Free,LinkNYC - Citybridge,qu-01-146037,37-01 31 AVENUE,40.762073,-73.918518,1006822.35681,216930.971584,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-020907,02/08/2018,4,Queens,QN70,Astoria,22,11103,401,63,4006300,4010553,4006590010,4634,"Queens
(40.76207300000, -73.91851800000)"
8357,QU,Free,LinkNYC - Citybridge,qu-01-145956,48-18 NORTHERN BOULEVARD,40.753521,-73.914501,1007938.15848,213816.44321,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-020914,11/07/2017,4,Queens,QN31,Hunters Point-Sunnyside-West Maspeth,26,11101,401,171,4017100,4000822,4001200010,4635,"Queens
(40.75352100000, -73.91450100000)"
8358,QU,Free,LinkNYC - Citybridge,qu-01-145957,43-60 NORTHERN BOULEVARD,40.753746,-73.917703,1007051.03594,213897.251409,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-020922,11/07/2017,4,Queens,QN31,Hunters Point-Sunnyside-West Maspeth,26,11101,401,171,4017100,4441943,4001430500,4636,"Queens
(40.75374600000, -73.91770300000)"
8359,QU,Free,LinkNYC - Citybridge,qu-01-GF44169,36-11 NORTHERN BOULEVARD,40.752348,-73.9266,1004586.47683,213385.922773,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-020927,09/09/9999,4,Queens,QN68,Queensbridge-Ravenswood-Long Island City,26,11101,401,55,4005500,4004571,4003780000,4637,"Queens
(40.75234800000, -73.92660000000)"
8360,QU,Free,LinkNYC - Citybridge,qu-01-GF44170,36-11 NORTHERN BOULEVARD,40.752724,-73.927183,1004424.78785,213522.713134,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-020928,09/09/9999,4,Queens,QN68,Queensbridge-Ravenswood-Long Island City,26,11101,401,55,4005500,4004571,4003780000,4638,"Queens
(40.75272400000, -73.92718300000)"
8361,QU,Free,LinkNYC - Citybridge,qu-01-145954,43-40 NORTHERN BOULEVARD,40.753641,-73.918402,1006857.4474,213858.819029,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-020932,11/07/2017,4,Queens,QN31,Hunters Point-Sunnyside-West Maspeth,26,11101,401,171,4017100,4441943,4001430500,4639,"Queens
(40.75364100000, -73.91840200000)"
8362,QU,Free,LinkNYC - Citybridge,qu-01-145921,35-12 35 AVENUE,40.756521,-73.925215,1004968.97183,214906.491438,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-020933,10/09/2017,4,Queens,QN70,Astoria,26,11106,401,57,4005700,4009594,4006390020,4640,"Queens
(40.75652100000, -73.92521500000)"
8363,QU,Free,LinkNYC - Citybridge,qu-01-146040,32-01 31 AVENUE,40.763931,-73.922478,1005724.74847,217606.906224,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-020959,09/09/9999,4,Queens,QN70,Astoria,22,11102,401,63,4006300,4008587,4006160080,4641,"Queens
(40.76393100000, -73.92247800000)"
8364,QU,Free,LinkNYC - Citybridge,qu-01-GF44202,33-20 31 AVENUE,40.763207,-73.921267,1006060.4505,217343.428485,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-020960,09/09/9999,4,Queens,QN70,Astoria,22,11106,401,61,4006100,4008904,4006230040,4642,"Queens
(40.76320700000, -73.92126700000)"
8365,QU,Free,LinkNYC - Citybridge,qu-02-145985,45-59 46 STREET,40.741303,-73.919006,1006694.27724,209363.842453,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-020965,09/09/9999,4,Queens,QN31,Hunters Point-Sunnyside-West Maspeth,26,11377,402,235,4023500,4001553,4001530010,4643,"Queens
(40.74130300000, -73.91900600000)"
539,BK,Free,City Tech,0,300 Jay Street,40.695107,-73.988105,987548.497509,192522.898039,Outdoor,,Brooklyn,DowntownBrooklynWiFi_Fon,,,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,11201,302,13,3001300,3335892,3001280001,635,"Brooklyn
(40.69510700000, -73.98810500000)"
540,BK,Free,City Tech,0,300 Jay Street,40.695088,-73.987671,987668.847194,192515.992419,Outdoor,,Brooklyn,DowntownBrooklynWiFi_Fon,,,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,11201,302,13,3001300,3335892,3001280001,636,"Brooklyn
(40.69508800000, -73.98767100000)"
541,BK,Free,NYCHA,0,177 Myrtle Ave,40.693701,-73.982195,989187.396108,192010.928618,Outdoor,,Brooklyn,DowntownBrooklynWiFi_Fon,,,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,35,11201,302,15,3001500,3257034,3020500001,638,"Brooklyn
(40.69370100000, -73.98219500000)"
542,BK,Free,NYCHA,0,177 Myrtle Ave,40.693862,-73.982906,988990.21937,192069.546383,Outdoor,,Brooklyn,DowntownBrooklynWiFi_Fon,,,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,35,11201,302,15,3001500,3257034,3020500001,639,"Brooklyn
(40.69386200000, -73.98290600000)"
543,BK,Free,NYCHA,0,177 Myrtle Ave,40.693727,-73.982909,988989.397047,192020.361746,Outdoor,,Brooklyn,DowntownBrooklynWiFi_Fon,,,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,35,11201,302,15,3001500,3257034,3020500001,640,"Brooklyn
(40.69372700000, -73.98290900000)"
544,BK,Free,NYCHA,0,177 Myrtle Ave,40.693859,-73.982476,989109.46132,192068.476957,Outdoor,,Brooklyn,DowntownBrooklynWiFi_Fon,,,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,35,11201,302,15,3001500,3257034,3020500001,641,"Brooklyn
(40.69385900000, -73.98247600000)"
545,BK,Free,NYCHA,0,177 Myrtle Ave,40.693833,-73.982192,989188.218253,192059.020274,Outdoor,,Brooklyn,DowntownBrooklynWiFi_Fon,,,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,35,11201,302,15,3001500,3257034,3020500001,642,"Brooklyn
(40.69383300000, -73.98219200000)"
546,BK,Free,NYCHA,0,31 Fleet Walk,40.694893,-73.98118,989468.741724,192445.158878,Outdoor,,Brooklyn,DowntownBrooklynWiFi_Fon,,,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,35,11201,302,15,3001500,3257043,3020500001,643,"Brooklyn
(40.69489300000, -73.98118000000)"
547,BK,Free,NYCHA,0,62 Fleet Walk,40.694555,-73.981679,989330.421457,192322.095481,Outdoor,,Brooklyn,DowntownBrooklynWiFi_Fon,,,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,35,11201,302,15,3001500,0,3020500001,644,"Brooklyn
(40.69455500000, -73.98167900000)"
548,BK,Free,NYCHA,0,95 Navy Walk,40.695317,-73.981155,989475.66875,192599.745382,Outdoor,,Brooklyn,DowntownBrooklynWiFi_Fon,,,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,35,11201,302,15,3001500,3340606,3020500001,645,"Brooklyn
(40.69531700000, -73.98115500000)"
549,BK,Free,NYCHA,0,5 Fleet Walk,40.695544,-73.981648,989338.942376,192682.419158,Outdoor,,Brooklyn,DowntownBrooklynWiFi_Fon,,,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,35,11201,302,15,3001500,3257046,3020500001,646,"Brooklyn
(40.69554400000, -73.98164800000)"
550,BK,Free,NYCHA,0,9 Monument Walk,40.69567,-73.979752,989864.691341,192728.440515,Outdoor,,Brooklyn,DowntownBrooklynWiFi_Fon,,,3,Brooklyn,BK68,Fort Greene,35,11205,302,2901,3002901,3335232,3020340001,647,"Brooklyn
(40.69567000000, -73.97975200000)"
551,BK,Free,NYCHA,0,50 Monument Walk,40.695295,-73.980103,989767.390485,192591.794643,Outdoor,,Brooklyn,DowntownBrooklynWiFi_Fon,,,3,Brooklyn,BK68,Fort Greene,35,11205,302,2901,3002901,3335230,3020340001,648,"Brooklyn
(40.69529500000, -73.98010300000)"
552,BK,Limited Free,SPECTRUM,Red Hook Park,Park Perimeter,40.672583,-74.005544,982712.122815,184316.576299,Outdoor TWC Aerial,3 free 10 min sessions,Brooklyn,GuestWiFi,0,,3,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,38,11231,306,53,3005300,0,0,1084,"Brooklyn
(40.67258300000, -74.00554400000)"
553,BK,Limited Free,SPECTRUM,Red Hook Park,Park Perimeter,40.673349,-74.008235,981965.679426,184595.710583,Outdoor TWC Aerial,3 free 10 min sessions,Brooklyn,GuestWiFi,0,,3,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,38,11231,306,53,3005300,0,0,1085,"Brooklyn
(40.67334900000, -74.00823500000)"
554,BK,Limited Free,SPECTRUM,Red Hook Park,Park Perimeter,40.673031,-74.00485,982904.644083,184479.783977,Outdoor TWC Aerial,3 free 10 min sessions,Brooklyn,GuestWiFi,0,,3,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,38,11231,306,53,3005300,0,0,1086,"Brooklyn
(40.67303100000, -74.00485000000)"
555,BK,Limited Free,SPECTRUM,Red Hook Park,Park Perimeter,40.672969,-74.006915,982331.825675,184457.234154,Outdoor TWC Aerial,3 free 10 min sessions,Brooklyn,GuestWiFi,0,,3,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,38,11231,306,53,3005300,0,0,1087,"Brooklyn
(40.67296900000, -74.00691500000)"
556,BK,Limited Free,SPECTRUM,Red Hook Park,Park Perimeter,40.672214,-74.004145,983100.19192,184182.117578,Outdoor TWC Aerial,3 free 10 min sessions,Brooklyn,GuestWiFi,0,,3,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,38,11231,306,53,3005300,0,0,1088,"Brooklyn
(40.67221400000, -74.00414500000)"
557,BK,Limited Free,SPECTRUM,Red Hook Park,Park Perimeter,40.671167,-74.003688,983226.945932,183800.660008,Outdoor TWC Aerial,3 free 10 min sessions,Brooklyn,GuestWiFi,0,,3,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,38,11231,306,53,3005300,0,0,1089,"Brooklyn
(40.67116700000, -74.00368800000)"
558,BK,Limited Free,SPECTRUM,Red Hook Recreation Center,Lobby,40.672356,-74.004046,983127.656432,184233.85107,Indoor,3 free 10 min sessions,Brooklyn,GuestWiFi,0,,3,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,38,11231,306,53,3005300,3008670,3005820001,1090,"Brooklyn
(40.67235600000, -74.00404600000)"
559,BK,Limited Free,SPECTRUM,Red Hook Recreation Center,Game Room,40.672413,-74.004303,983056.366877,184254.621042,Indoor,3 free 10 min sessions,Brooklyn,GuestWiFi,0,,3,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,38,11231,306,53,3005300,3008670,3005820001,1091,"Brooklyn
(40.67241300000, -74.00430300000)"
560,BK,Limited Free,SPECTRUM,Red Hook Recreation Center,Basketball Court,40.672289,-74.003744,983211.429231,184209.437405,Indoor,3 free 10 min sessions,Brooklyn,GuestWiFi,0,,3,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,38,11231,306,53,3005300,3008670,3005820001,1092,"Brooklyn
(40.67228900000, -74.00374400000)"
561,BK,Limited Free,SPECTRUM,Red Hook Recreation Center,Weight Room,40.672515,-74.004648,982960.667265,184291.787634,Indoor,3 free 10 min sessions,Brooklyn,GuestWiFi,0,,3,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,38,11231,306,53,3005300,3008670,3005820001,1093,"Brooklyn
(40.67251500000, -74.00464800000)"
562,BK,Limited Free,SPECTRUM,Red Hook Recreation Center,Computer Room,40.672413,-74.004303,983056.366877,184254.621042,Indoor,3 free 10 min sessions,Brooklyn,GuestWiFi,0,,3,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,38,11231,306,53,3005300,3008670,3005820001,1094,"Brooklyn
(40.67241300000, -74.00430300000)"
563,MN,Limited Free,SPECTRUM,Richard Tucker Square,W 66th Street,40.773542,-73.981774,989298.145404,221099.535541,Outdoor,3 free 10 min sessions,New York,GuestWiFi,0,,1,Manhattan,MN14,Lincoln Square,6,10023,107,149,1014900,0,0,1095,"New York
(40.77354200000, -73.98177400000)"
564,QU,Limited Free,SPECTRUM,Rockaway Beach and Boardwalk,Beach 73 - Comfort Station and Beach,40.586556,-73.799894,1039829.92459,153038.072911,Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN12,Hammels-Arverne-Edgemere,31,11692,414,954,4095400,0,4160930001,1096,"Queens
(40.58655600000, -73.79989400000)"
565,QU,Limited Free,SPECTRUM,Rockaway Beach and Boardwalk,Beach 73 - Comfort Station and Beach,40.586541,-73.799973,1039807.99451,153032.55783,Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN12,Hammels-Arverne-Edgemere,31,11692,414,954,4095400,0,4160930001,1097,"Queens
(40.58654100000, -73.79997300000)"
566,QU,Limited Free,SPECTRUM,Rockaway Beach and Boardwalk,Beach 86 - NW Concession Area,40.584669,-73.811051,1036732.52855,152343.711439,Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN12,Hammels-Arverne-Edgemere,32,11693,414,94203,4094203,0,4161500100,1098,"Queens
(40.58466900000, -73.81105100000)"
567,QU,Limited Free,SPECTRUM,Rockaway Beach and Boardwalk,Beach 86 - SW Concession Area and Beach,40.584551,-73.811003,1036745.95372,152300.74991,Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN12,Hammels-Arverne-Edgemere,32,11693,414,94203,4094203,0,4161500100,1099,"Queens
(40.58455100000, -73.81100300000)"
568,QU,Limited Free,SPECTRUM,Rockaway Beach and Boardwalk,Beach 86 - SE Concession Shade Structure and Beach,40.584614,-73.810694,1036831.73209,152323.887659,Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN12,Hammels-Arverne-Edgemere,32,11693,414,94203,4094203,4303674,4161500100,1100,"Queens
(40.58461400000, -73.81069400000)"
569,QU,Limited Free,SPECTRUM,Rockaway Beach and Boardwalk,Beach 86- SE Concession Shade Structure and Picnic Area,40.584727,-73.810683,1036834.69862,152365.062774,Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN12,Hammels-Arverne-Edgemere,32,11693,414,94203,4094203,0,4161500100,1101,"Queens
(40.58472700000, -73.81068300000)"
570,QU,Limited Free,SPECTRUM,Rockaway Beach and Boardwalk,Beach 97 - NW Rear of Concession,40.58305,-73.817686,1034890.81931,151749.964923,Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,32,11693,414,94201,4094201,4549352,0,1103,"Queens
(40.58305000000, -73.81768600000)"
571,QU,Limited Free,SPECTRUM,Rockaway Beach and Boardwalk,Beach 97 - SW Concession and Beach,40.582914,-73.817877,1034837.86896,151700.306558,Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,32,11693,414,94201,4094201,0,4161890050,1104,"Queens
(40.58291400000, -73.81787700000)"
572,QU,Limited Free,SPECTRUM,Rockaway Beach and Boardwalk,Beach 97 - SW Concession and Beach,40.582824,-73.817578,1034920.98985,151667.690153,Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,32,11693,414,94201,4094201,0,4161890050,1105,"Queens
(40.58282400000, -73.81757800000)"
573,QU,Limited Free,SPECTRUM,Rockaway Beach and Boardwalk,Beach 97 - SE Concessiont and Beach,40.582957,-73.817185,1035030.05131,151716.372798,Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,32,11693,414,94201,4094201,0,4161890050,1106,"Queens
(40.58295700000, -73.81718500000)"
574,QU,Limited Free,SPECTRUM,Rockaway Beach and Boardwalk,Beach 97 - Comfort Station and Beach,40.583099,-73.816689,1035167.71541,151768.394676,Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,32,11693,414,94201,4094201,0,4161890050,1107,"Queens
(40.58309900000, -73.81668900000)"
575,QU,Limited Free,SPECTRUM,Rockaway Beach and Boardwalk,Beach 108 -NW Rear of Caracus Bar,40.580559,-73.826296,1032501.04817,150837.573047,Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,32,11694,414,938,4093800,4549357,4161890050,1108,"Queens
(40.58055900000, -73.82629600000)"
576,QU,Limited Free,SPECTRUM,Rockaway Beach and Boardwalk,Beach 108 -SW Caracus Bar and Beach,40.580467,-73.826272,1032507.7811,150804.068521,Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,32,11694,414,938,4093800,0,4161890050,1109,"Queens
(40.58046700000, -73.82627200000)"
577,QU,Limited Free,SPECTRUM,Rockaway Beach and Boardwalk,Beach 108 -SE Caracus Bar and Beach,40.580555,-73.825958,1032594.93972,150836.302052,Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,32,11694,414,938,4093800,4549357,4161890050,1110,"Queens
(40.58055500000, -73.82595800000)"
578,QU,Limited Free,SPECTRUM,Rockaway Beach and Boardwalk,Beach 108 -NE Caracus Bar and Beach,40.580704,-73.825969,1032591.77634,150890.580487,Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,32,11694,414,938,4093800,0,0,1111,"Queens
(40.58070400000, -73.82596900000)"
579,QU,Limited Free,SPECTRUM,Rockaway Beach and Boardwalk,Beach 108 - Comfort Station and Beach,40.580352,-73.826621,1032410.91974,150761.979038,Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,,4,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,32,11694,414,938,4093800,0,4161890050,1112,"Queens
(40.58035200000, -73.82662100000)"
580,BK,Free,Transit Wireless,"Bergen St (2,3)","Bergen St (2,3)",40.680829,-73.975098,991156.832641,187321.763702,Subway Station,SN 339,Brooklyn,TransitWirelessWiFi,,,3,Brooklyn,BK37,Park Slope-Gowanus,35,11217,308,12902,3012902,0,0,1772,"Brooklyn
(40.68082900000, -73.97509800000)"
581,MN,Free,Transit Wireless,"14 St-Union Square (L,N,Q,R,4,5,6)","14 St-Union Square (L,N,Q,R,4,5,6)",40.734673,-73.989951,987034.945863,206937.932596,Subway Station,SN 406,New York,TransitWirelessWiFi,,,1,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,2,10003,105,52,1005200,0,0,1773,"New York
(40.73467300000, -73.98995100000)"
8366,QU,Free,LinkNYC - Citybridge,qu-01-146038,35-19 31 AVENUE,40.762564,-73.919579,1006528.27166,217109.587324,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-020984,03/08/2018,4,Queens,QN70,Astoria,22,11103,401,63,4006300,4009891,4006500000,4644,"Queens
(40.76256400000, -73.91957900000)"
8367,QU,Free,LinkNYC - Citybridge,qu-02-146059,47-43 VERNON BOULEVARD,40.74432,-73.953484,997139.50017,210456.081338,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-020994,09/09/9999,4,Queens,QN31,Hunters Point-Sunnyside-West Maspeth,26,11101,402,7,4000700,4000266,4000450000,4645,"Queens
(40.74432000000, -73.95348400000)"
8368,QU,Free,LinkNYC - Citybridge,qu-01-146036,41-19 31 AVENUE,40.760686,-73.91557,1007639.50629,216426.415595,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-021018,02/26/2018,4,Queens,QN70,Astoria,22,11103,401,149,4014900,4011285,4006820000,4646,"Queens
(40.76068600000, -73.91557000000)"
8369,QU,Free,LinkNYC - Citybridge,qu-01-145950,42-27 35 AVENUE,40.754136,-73.919819,1006464.67869,214038.7562,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-021020,10/23/2017,4,Queens,QN70,Astoria,26,11101,401,159,4015900,4307241,4006750060,4647,"Queens
(40.75413600000, -73.91981900000)"
8370,QU,Free,LinkNYC - Citybridge,qu-02-146051,10-58 45 AVENUE,40.747793,-73.950086,998080.272652,211721.745894,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-021068,09/09/9999,4,Queens,QN31,Hunters Point-Sunnyside-West Maspeth,26,11101,402,7,4000700,4000419,4000500030,4648,"Queens
(40.74779300000, -73.95008600000)"
8371,QU,Free,LinkNYC - Citybridge,qu-02-146061,10-50 44 DRIVE,40.748497,-73.949855,998144.131768,211978.272219,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-021069,09/09/9999,4,Queens,QN31,Hunters Point-Sunnyside-West Maspeth,26,11101,402,7,4000700,4000429,4000510020,4649,"Queens
(40.74849700000, -73.94985500000)"
8372,QU,Free,LinkNYC - Citybridge,qu-01-145986,38-02 35 AVENUE,40.75522,-73.922448,1005735.91868,214433.177689,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-021097,02/28/2018,4,Queens,QN70,Astoria,26,11101,401,157,4015700,4010866,4006680010,4650,"Queens
(40.75522000000, -73.92244800000)"
8373,BK,Free,LinkNYC - Citybridge,bk-01-145997,500 GRAND STREET,40.71087,-73.951311,997748.401966,198269.295472,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-021107,09/09/9999,3,Brooklyn,BK72,North Williamsburg,34,11211,301,513,3051300,3062881,3024000010,4651,"Brooklyn
(40.71087000000, -73.95131100000)"
8374,BK,Free,LinkNYC - Citybridge,bk-01-146015,219 GRAND STREET,40.713851,-73.95954,995466.51758,199354.297877,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-021118,02/02/2018,3,Brooklyn,BK72,North Williamsburg,34,11211,301,519,3051900,3342373,3023827500,4652,"Brooklyn
(40.71385100000, -73.95954000000)"
8375,BK,Free,LinkNYC - Citybridge,bk-01-146012,230 BERRY STREET,40.715227,-73.962741,994578.937929,199855.05526,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-021119,03/29/2018,3,Brooklyn,BK72,North Williamsburg,34,11249,301,555,3055500,3398694,3023790020,4653,"Brooklyn
(40.71522700000, -73.96274100000)"
8376,BK,Free,LinkNYC - Citybridge,bk-08-145919,488 Bergen Street,40.68065,-73.974375,991357.394503,187256.5666,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-021194,01/08/2018,3,Brooklyn,BK64,Prospect Heights,35,11217,308,161,3016100,3028037,3011430010,4654,"Brooklyn
(40.68065000000, -73.97437500000)"
8377,BK,Free,LinkNYC - Citybridge,bk-01-146014,126 NORTH 8 STREET,40.719246,-73.958612,995722.652396,201320.028315,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-021122,02/14/2018,3,Brooklyn,BK72,North Williamsburg,33,11249,301,557,3055700,3324819,3023180020,4655,"Brooklyn
(40.71924600000, -73.95861200000)"
8378,BK,Free,LinkNYC - Citybridge,bk-01-GF33187,458 UNION AVENUE,40.714191,-73.951552,997680.727705,199479.217391,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-021123,09/09/9999,3,Brooklyn,BK90,East Williamsburg,34,11211,301,501,3050100,3068630,3027560000,4656,"Brooklyn
(40.71419100000, -73.95155200000)"
8379,BK,Free,LinkNYC - Citybridge,bk-01-146022,2 DEVOE STREET,40.71308,-73.951285,997755.156511,199074.487556,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-021136,02/14/2018,3,Brooklyn,BK72,North Williamsburg,34,11211,301,513,3051300,3068930,3027670010,4657,"Brooklyn
(40.71308000000, -73.95128500000)"
8380,BK,Free,LinkNYC - Citybridge,bk-01-146050,2 POWERS STREET,40.711666,-73.951026,997827.133287,198559.539204,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-021137,03/30/2018,3,Brooklyn,BK72,North Williamsburg,34,11211,301,513,3051300,3323015,3027790000,4658,"Brooklyn
(40.71166600000, -73.95102600000)"
8381,BK,Free,LinkNYC - Citybridge,bk-01-146047,1 TEN EYCK STREET,40.709572,-73.950706,997916.215442,197796.415758,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-021138,03/29/2018,3,Brooklyn,BK72,North Williamsburg,34,11206,301,513,3051300,3069651,3027910000,4659,"Brooklyn
(40.70957200000, -73.95070600000)"
